title,link,authors,year
Covid-induced intimate partner violence: scoping review from Africa between 2020 and 2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0W5w1k8AAAAJ&pagesize=100&citation_for_view=0W5w1k8AAAAJ:nb7KW1ujOQ8C,"(1) EW Ansah, A Asamoah, B Bimpeh, LF Anani-Adzoe, NN Botha",2023
Exploring health promotion efforts for non-communicable disease prevention and control in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3UIgBEwAAAAJ&pagesize=100&citation_for_view=3UIgBEwAAAAJ:3fE2CSJIrl8C,"(1) MF Owusu, J Adu, BA Dortey, S Gyamfi, E Martin-Yeboah",2023
Impact of Crude Oil Price Volatilities on Petroleum Revenue Collection and Allocation in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UTvts4kAAAAJ&pagesize=100&citation_for_view=UTvts4kAAAAJ:4DMP91E08xMC,"(1) S Suleman, GK Ennin, O Iledare, CKM Kudzedzi",2023
Nature of senior high school chemistry students’ alternative conceptions in organic qualitative analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=14xw0RgAAAAJ&pagesize=100&citation_for_view=14xw0RgAAAAJ:7PzlFSSx8tAC,"(1) B Anim-Eduful, K Adu-Gyamfi",2023
Gender and sexuality in African discourses,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0IONpzgAAAAJ&pagesize=100&citation_for_view=0IONpzgAAAAJ:lSLTfruPkqcC,"(1) DY Fiaveh, EO Mensah",2023
Effects of coastal protection structures in controlling erosion and livelihoods,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=8d6psssAAAAJ&pagesize=100&citation_for_view=8d6psssAAAAJ:dhFuZR0502QC,"(3) BD Angnuureng, R Adade, EO Chuku, S Dzantor, EK Brempong, ...",2023
"Microbial contamination of topical therapeutic ophthalmic medications in Cape Coast Metropolis, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ntt-KzG4umwC&pagesize=100&citation_for_view=ntt-KzG4umwC:MXK_kJrjxJIC,"(3) S Kyei, R Mensah, G Kwakye-Nuako, EK Abu",2019
A time-varying Granger causality analysis between water stock and green stocks using novel approaches,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:9Nmd_mFXekcC,"(1) AK Tiwari, AO Adewuyi, MA Adeleke, EJA Abakah",2023
Apostle Paul’s fundraising economic theory of savings and social change’,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=XZhoH2YAAAAJ&pagesize=100&citation_for_view=XZhoH2YAAAAJ:UeHWp8X0CEIC,(1) IS Adam,2020
An Evaluation of Academic Institutional Repositories in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=q-ctDcUAAAAJ&pagesize=100&citation_for_view=q-ctDcUAAAAJ:Tyk-4Ss8FVUC,"(2) MA Kumah, CK Filson",2022
Moderation modelling of COVID-19 digital health literacy and sense of coherence across subjective social class and age among university students in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JkmLukkAAAAJ&cstart=100&pagesize=100&citation_for_view=JkmLukkAAAAJ:9Nmd_mFXekcC,"(1) I Amoako, M Srem-Sai, F Quansah, S Anin, EK Agormedah, JE Hagan Jnr",2023
Tail risk contagion across electricity markets in crisis periods,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:zLWjf1WUPmwC,"(1) M Abdullah, EJA Abakah, GMW Ullah, AK Tiwari, I Khan",2023
Performance of a histidine rich protein-2 based (First Response) and a p-Lactate Dehydrogenase-based (Optimal) rapid diagnostic test for diagnosis of malaria in patients with …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QLkeLsgAAAAJ&pagesize=100&citation_for_view=QLkeLsgAAAAJ:jgBuDB5drN8C,"(1) GO Adjei, AM Sulley, BQ Goka, C Enweronu-Laryea, L Renner, ...",2022
Association between selected single nucleotide polymorphisms in globin and related genes and response to hydroxyurea therapy in Ghanaian children with sickle cell disease,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QLkeLsgAAAAJ&pagesize=100&citation_for_view=QLkeLsgAAAAJ:lvd772isFD0C,"(1) GP Manu, C Segbefia, BB N’guessan, SA Coffie, GO Adjei",2022
On-site sanitation systems for low-income countries: technical guidelines for groundwater pollution and nuisance control,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3XegCSYAAAAJ&pagesize=100&citation_for_view=3XegCSYAAAAJ:YsMSGLbcyi4C,"(1) PA Obeng, S Oduro-Kwarteng, B Keraita, H Bregnhøj, RC Abaidoo, ...",2020
The impact of economic outlook on green finance: insights from linkages between green and inflation-indexed bonds,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:uWiczbcajpAC,"(1) TNL Le, JW Goodell, R Khalfaoui, EJA Abakah, B Doğan",2023
"Contributions of village savings and loans associations to rural livelihoods’ development in the Upper West Region, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7hoMst4AAAAJ&pagesize=100&citation_for_view=7hoMst4AAAAJ:eQOLeE2rZwMC,"(1) IA Abdulai, AM Adams, M Abdulai, S Bukari",2022
Global uncertainty factors and price connectedness between US electricity and blockchain markets: Findings from an R-square connectedness approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:vDijr-p_gm4C,"(1) EJA Abakah, S Hossain, M Abdullah, JW Goodell",2024
Business and management research themes and impact,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=IHgA2pwAAAAJ&pagesize=100&citation_for_view=IHgA2pwAAAAJ:IjCSPb-OGe4C,"(1) PA Phillips, S Page, J Sebu",2023
Towards Enhancing Quality Physical Education Lessons: The Role of Improvisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Ve29SV8AAAAJ&pagesize=100&citation_for_view=Ve29SV8AAAAJ:eQOLeE2rZwMC,"(1) E Aboagye, EK Armoh, SR Marcourt, VV Dougblor, TA Ossei-Anto",2022
Honey as a natural product worthy of Re-consideration in treating MRSA wound infections,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xGj0hfQAAAAJ&pagesize=100&citation_for_view=xGj0hfQAAAAJ:4DMP91E08xMC,"(1) CA Adinortey, M Wilson, SK Kwofie",2022
Multi-Lineage Human Endometrial Organoids on Acellular Amniotic Membrane for Endometrium Regeneration,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A4EqSRwAAAAJ&pagesize=100&citation_for_view=A4EqSRwAAAAJ:7PzlFSSx8tAC,"(1) Y Xu, S Cai, Q Wang, M Cheng, X Hui, EE Dzakah, B Zhao, X Chen",2023
Drivers and intensity of adoption of digital agricultural services by smallholder farmers in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Bi8UTnwAAAAJ&pagesize=100&citation_for_view=Bi8UTnwAAAAJ:kF1pexMAQbMC,"(3) LK Miine, AD Akorsu, O Boampong, S Bukari",2023
Palliative whole brain radiation therapy: an international state of practice.,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BLBa_d4AAAAJ&pagesize=100&citation_for_view=BLBa_d4AAAAJ:VOx2b1Wkg3QC,"(1) E Keit, SF Lee, M Woodward, A Rembielak, K Shiue, I Desideri, ...",2023
Growth and mortality parameters of the black-chinned tilapia Sarotherodon melanotheron melanotheron (Pisces: Cichlidae) in a small lagoon in the Central Region …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BQP-gpEAAAAJ&pagesize=100&citation_for_view=BQP-gpEAAAAJ:L8Ckcad2t8MC,"(2) GA Tibu, DW Aheto, J Blay",2019
"Hotel managers’ perspectives of Airbnb operations in Accra Metropolis, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7LAjI6QAAAAJ&pagesize=100&citation_for_view=7LAjI6QAAAAJ:_FxGoFyzp5QC,"(1) RW Issaka, AK Bansah, CJW Kuuder",2022
"Soundness of banks, ease of access to credit and affordability of financial services in Africa",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5xspOs8AAAAJ&pagesize=100&citation_for_view=5xspOs8AAAAJ:9ZlFYXVOiuMC,"(1) JG Gatsi, C Gbettey",2019
The perception of locals on commercialisation and value addition of non-Timber Forest products in forest adjacent communities in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=z8IGiUIAAAAJ&pagesize=100&citation_for_view=z8IGiUIAAAAJ:_Qo2XoVZTnwC,"(1) O Asamoah, JA Danquah, D Bamsiegwe, N Verter, E Acheampong, ...",2023
"Types of sampling methods in human research: why, when and how",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=RastfwEAAAAJ&pagesize=100&citation_for_view=RastfwEAAAAJ:eflP2zaiRacC,"(1) JO Sarfo, TP Debrah, NI Gbordzoe, P Obeng",2022
Time-varying relationship between international monetary policy and energy markets,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:Z5m8FVwuT1cC,"(1) AK Tiwari, EJA Abakah, M Abdullah, D Adeabah, VS Sahay",2024
Correlation structure between fiat currencies and blockchain assets,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=0baKC5wAAAAJ&pagesize=100&citation_for_view=0baKC5wAAAAJ:BwyfMAYsbu0C,"(1) EJA Abakah, GMW Ullah, M Abdullah, CC Lee, Z Sulong",2024
Health service factors affecting the COVID-19 vaccination campaign in a Ghanaian metropolis: A qualitative exploratory study,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=h2sCan8AAAAJ&pagesize=100&citation_for_view=h2sCan8AAAAJ:0EnyYjriUFMC,"(6) SAA Abraham, JO Amoah, DF Agyare, DK Sekimpi, D Bosomtwe-Duker, ...",2023
Effect of different helmet types in head injuries: a case–control study in northern Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UgQH3sQAAAAJ&pagesize=100&citation_for_view=UgQH3sQAAAAJ:YOwf2qJgpHMC,"(2) AB Appiah, P Akweongo, SO Sackey, MT Morna, E Kenu, ADB Buunaaim, ...",2023
Principles for transformative ocean governance,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QIRSOJoAAAAJ&pagesize=100&citation_for_view=QIRSOJoAAAAJ:2osOgNQ5qMEC,"(1) AT Lombard, J Clifford-Holmes, V Goodall, B Snow, H Truter, P Vrancken, ...",2023
Time-frequency comovements between environmental cryptocurrency sentiment and faith-based sectoral stocks,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=uoshTu4AAAAJ&pagesize=100&citation_for_view=uoshTu4AAAAJ:vV6vV6tmYwMC,"(1) A Bossman, M Gubareva, SK Agyei, XV Vo",2024
Towards sustainable management of the sardinella fishery in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3gJzkDgAAAAJ&pagesize=100&citation_for_view=3gJzkDgAAAAJ:d1gkVwhDpl0C,(1) EK Arizi,2019
The Ghanaian currency notes and coins: A medium of exchange for pathogenic microbes,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xGj0hfQAAAAJ&pagesize=100&citation_for_view=xGj0hfQAAAAJ:MXK_kJrjxJIC,"(2) CA Adinortey, D Amewowor, IKA Galyuon, FA Addo",2019
Haematological changes among HIV-positive persons on antiretroviral therapy at a tertiary hospital in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=gYhT6hMAAAAJ&pagesize=100&citation_for_view=gYhT6hMAAAAJ:9yKSN-GCB0IC,"(3) D Obiri-Yeboah, A Charwudzi, IK Baidoo, ET Botchway, SA Addo, P Nsiah, ...",2020
Impact of glutathione S-transferase genes polymorphisms on human papillomavirus infection and precancerous lesions in West African women,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cgs34hUAAAAJ&pagesize=100&citation_for_view=cgs34hUAAAAJ:3s1wT3WcHBgC,"(1) TWC Ouedraogo, FW Djigma, B Idani, TM Zohoncon, PA Sorgho, P Bado, ...",2020
Antidepressant-like effect of Albizia zygia root extract in murine models,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ClBanEoAAAAJ&pagesize=100&citation_for_view=ClBanEoAAAAJ:aqlVkmm33-oC,"(1) VWA Kumbol, WKM Abotsi, RP Biney",2021
Perceptions of commercialisation and value-addition of non-timber forest products in forest adjacent communities in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=z8IGiUIAAAAJ&pagesize=100&citation_for_view=z8IGiUIAAAAJ:qUcmZB5y_30C,"(1) O Asamoah, JA Danquah, D Bamwesigye, N Verter, E Acheampong, ...",2023
HIV counselling and testing experiences of expectant mothers in the prevention of vertical transmission programme: implications for policy and service delivery,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=z911O2MAAAAJ&pagesize=100&citation_for_view=z911O2MAAAAJ:L8Ckcad2t8MC,"(1) SA Abraham, SE Clow",2022
Opinion and uptake of chloroquine for treatment of COVID-19 during the mandatory lockdown in the sub-Saharan African region,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ouWjRcMAAAAJ&pagesize=100&citation_for_view=ouWjRcMAAAAJ:ALROH1vI_8AC,"(1) UL Osuagwu, O Nwaeze, G Ovenseri-Ogbomo, R Oloruntoba, ...",2021
Assessment of corn starch as substitute for agarose in DNA gel electrophoresis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=_kItEe8AAAAJ&pagesize=100&citation_for_view=_kItEe8AAAAJ:u5HHmVD_uO8C,"(4) FT Djankpa, GA Wiafe, BN Boateng, KM Tsegah, S Essien-Baidoo, ...",2021
Postnatal care service utilisation for babies within the first two months after childbirth: an analysis of rural-urban differences in eleven Sub-Saharan African countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=_f-KnGwAAAAJ&pagesize=100&citation_for_view=_f-KnGwAAAAJ:r0BpntZqJG4C,"(1) KS Dickson, C Ayebeng, AB Adu-Gyamfi, J Okyere",2023
Mechanistic understanding of the use of single-atom and nanocluster catalysts for syngas production via partial oxidation of methane,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=58Ntc_oAAAAJ&pagesize=100&citation_for_view=58Ntc_oAAAAJ:4DMP91E08xMC,"(1) WK Darkwah, AB Appiagyei, JB Puplampu, J Otabil Bonsu",2023
"Immunological, haematological, and clinical attributes of rural and urban malaria: a case–control study in Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A6-tbbQAAAAJ&pagesize=100&citation_for_view=A6-tbbQAAAAJ:isC4tDSrTZIC,"(3) DO Acheampong, P Adu, P Ampomah, KO Duedu, E Aninagyei",2021
Evaluation of Haemato-Biochemical Parameters and Serum Levels of 8-Iso-Prosta-glandin F2α Oxidative Stress Biomarker in Sickle Cell-Malaria Comorbidity,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A6-tbbQAAAAJ&pagesize=100&citation_for_view=A6-tbbQAAAAJ:dshw04ExmUIC,"(4) E Aninagyei, ET Tetteh, J Banini, E Nani, P Adu, RKD Ephraim, ...",2019
Dietary diversity score during pregnancy is associated with neonatal low apgar score: a hospital-based cross-sectional study,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=AZNLuScAAAAJ&pagesize=100&citation_for_view=AZNLuScAAAAJ:maZDTaKrznsC,"(1) DY Quansah, D Boateng, LB Kwantwi, A Owusu-Sekyere, AK Amegah",2019
Mosquito bites and stage-specific antibody responses against Plasmodium falciparum in southern Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xcDKnM8AAAAJ&pagesize=100&citation_for_view=xcDKnM8AAAAJ:7PzlFSSx8tAC,"(2) SS Kwapong, KK Asare, KA Kusi, F Pappoe, N Ndam, R Tahar, ...",2023
The emergence of chloroquine-sensitive Plasmodium falciparum is influenced by selected communities in some parts of the Central Region of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xcDKnM8AAAAJ&pagesize=100&citation_for_view=xcDKnM8AAAAJ:aqlVkmm33-oC,"(2) KK Asare, J Africa, J Mbata, YK Opoku",2021
Water safety planning and implementation in a Ghanaian small-scale water supply system,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3XegCSYAAAAJ&pagesize=100&citation_for_view=3XegCSYAAAAJ:k_IJM867U9cC,"(1) PA Obeng, PA Obeng, E Awere",2020
Towards the scale and menace of unregulated sonography practice in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=_zM82XMAAAAJ&pagesize=100&citation_for_view=_zM82XMAAAAJ:9ZlFYXVOiuMC,"(2) PN Gorleku, J Setorglo, I Ofori, EKM Edzie, K Dzefi-Tettey, AD Piersson, ...",2020
Dietary Practices of Health Professionals during Working Hours in a Tertiary Referral Teaching Hospital In Ghana: A Neglected Vulnerable Group,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=_zM82XMAAAAJ&pagesize=100&citation_for_view=_zM82XMAAAAJ:-f6ydRqryjwC,"(1) J Setorglo, D Amoasi, CNA Nsiah-Asamoah",2021
Qualitative analysis of challenges facing headteachers in management of special schools in Ghana: implications for teacher retention,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5w4-vtUAAAAJ&pagesize=100&citation_for_view=5w4-vtUAAAAJ:2osOgNQ5qMEC,(1) FK Kumedzro,2019
Time series modeling of dynamic responses of commodity prices to monetary policy shocks in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=M23AkocAAAAJ&pagesize=100&citation_for_view=M23AkocAAAAJ:UeHWp8X0CEIC,"(1) EY Boateng, PK Yeboah, IC Otoo, J Otoo",2020
University students’ preparation towards building knowledge economy in Africa: A case of universities in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=op1vd2QAAAAJ&pagesize=100&citation_for_view=op1vd2QAAAAJ:WF5omc3nYNoC,"(1) F Quansah, E Appiah, VR Ankoma-Sey",2019
Variability in white blood cell count during uncomplicated malaria and implications for parasite density estimation: a WorldWide Antimalarial Resistance Network individual …,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QLkeLsgAAAAJ&pagesize=100&citation_for_view=QLkeLsgAAAAJ:zCSUwVk65WsC,(1),2023
"Different pronouns, same referents: A corpus-based study of I, We and You in L2 lectures across disciplines",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ZWiaX-cAAAAJ&pagesize=100&citation_for_view=ZWiaX-cAAAAJ:RYcK_YlVTxYC,"(1) OY Akoto, JBA Afful",2022
"Financial development, economic freedom, and renewable energy consumption in Africa",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=U0jnL4cAAAAJ&pagesize=100&citation_for_view=U0jnL4cAAAAJ:8k81kl-MbHgC,"(1) EK Amoah, MO Appiah, NK Obuobi, E Boateng, MJ Abeka",2020
PLASTIC PULSE OF THE PUBLIC–A review of survey-based research on how people use plastic,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ID8FHPwAAAAJ&pagesize=100&citation_for_view=ID8FHPwAAAAJ:Y0pCki6q_DkC,"(1) TR Walker, BR Baechler, L Markley, M Grünzner, ISG Akuoko, C Bowyer, ...",2023
Towards a framework for assessing the sustainability of social-ecological landscapes,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=u76wvSwAAAAJ&pagesize=100&citation_for_view=u76wvSwAAAAJ:UebtZRa9Y70C,"(1) G Atampugre, E Mensah, T Mabhaudhi, O Cofie",2022
Academic and Personal-Social Adjustment Challenges of University of Cape Coast Freshmen,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=oG8K8xzKj0wC&pagesize=100&citation_for_view=oG8K8xzKj0wC:iH-uZ7U-co4C,"(2) S Tenkorang, LD Forde, E Nyarko-Sampson",2020
Impact of entrepreneurial learning on entrepreneurial self-efficacy and intention: Role of a design-based entrepreneurship education,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=RastfwEAAAAJ&pagesize=100&citation_for_view=RastfwEAAAAJ:uWQEDVKXjbEC,"(1) G Adomdza, M Asiedu, JO Sarfo",2022
Associations of circulating estrogens and estrogen metabolites with fecal and oral microbiome in postmenopausal women in the ghana breast health study,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BLBa_d4AAAAJ&pagesize=100&citation_for_view=BLBa_d4AAAAJ:l7t_Zn2s7bgC,"(1) Z Wu, RM Pfeiffer, DA Byrd, Y Wan, D Ansong, JN Clegg-Lamptey, ...",2023
"Crisis-induced financial anxiety, social support, socio-psychological wellbeing, and commitment to work in the tourism sector",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Htx-wTcAAAAJ&pagesize=100&citation_for_view=Htx-wTcAAAAJ:YFjsv_pBGBYC,"(1) I Adam, F Dayour, AN Kimbu",2023
"Effects of customised capacity building on employee engagement, empowerment, and learning in Ghanaian local government institutions",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=05fNrxkAAAAJ&pagesize=100&citation_for_view=05fNrxkAAAAJ:ufrVoPGSRksC,"(1) EC Annan-Prah, RPK Andoh",2023
"Administrative capacity and local level development in metropolitan, municipal and district assemblies in Ghana: mediating role of resource capacity",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=05fNrxkAAAAJ&pagesize=100&citation_for_view=05fNrxkAAAAJ:eQOLeE2rZwMC,"(1) EC Annan-Prah, RPK Andoh",2023
Human resource policies and work–life balance in higher education: Employee engagement as mediator,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=uSRqQLcAAAAJ&pagesize=100&citation_for_view=uSRqQLcAAAAJ:UebtZRa9Y70C,"(1) FK Opoku, IT Kwao, AP Johnson",2023
Instructional Leadership Practices of Heads of Senior High Schools in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=8wAw2kIAAAAJ&pagesize=100&citation_for_view=8wAw2kIAAAAJ:W7OEmFMy1HYC,(1) M Amakyi,2021
Effect of linear view approach of weed management in agro-ecosystem: A review,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xEuuLaYAAAAJ&pagesize=100&citation_for_view=xEuuLaYAAAAJ:ZHo1McVdvXMC,"(1) KG Muli, OS Apori, J Ssekandi, M Murongo, E Hanyabui",2020
Understanding the Forms and Trends of Capital Mobility from China into Ghana’s Agricultural Sector: From Neo-liberalism to Social Innovation,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-IUeqEoAAAAJ&pagesize=100&citation_for_view=-IUeqEoAAAAJ:Tyk-4Ss8FVUC,"(1) JW Ansah, BJ Afful",2019
"Examination of the influence of transfer opportunity, assimilation of training content and motivation to transfer in the training transfer process",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=05fNrxkAAAAJ&pagesize=100&citation_for_view=05fNrxkAAAAJ:YsMSGLbcyi4C,"(1) RPK Andoh, EC Annan-Prah, GN Boampong, J Jehu-Appiah, AM Korsah, ...",2024
Herbal Remedies: Throwing Off Phenotype Prediction—A Culprit for Pharmacogenomic‐Guided Drug Therapy and Drug Safety.,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Fb4M2FoAAAAJ&pagesize=100&citation_for_view=Fb4M2FoAAAAJ:5nxA0vEk-isC,"(1) C Dandara, NE Thomford, TE Bapiro",2019
Adinkra Symbols and Proverbs as Tools for Elucidating Indigenous Asante Political Thoughts,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=wI00kMMAAAAJ&pagesize=100&citation_for_view=wI00kMMAAAAJ:UeHWp8X0CEIC,(1) AJ Wilson,2021
Promoting gender equality as a strategy for community development in Ghana: Moving beyond the rhetoric,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3Zx1b2cAAAAJ&pagesize=100&citation_for_view=3Zx1b2cAAAAJ:ULOm3_A8WrAC,"(1) D Odoom, EM Opoku, F Annor-Frempong, C Dick-Sagoe, V Crowder",2022
How drone technology impacts livelihoods: the case of Nsadwir farming community in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=3Zx1b2cAAAAJ&pagesize=100&citation_for_view=3Zx1b2cAAAAJ:5nxA0vEk-isC,"(1) Z Shaibu, F Annor-Frempong, S Akaba",2020
"Pollution and climate change impacts on livelihood outcomes of lagoon fishermen in Central Region, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=r1nlZfcAAAAJ&pagesize=100&citation_for_view=r1nlZfcAAAAJ:q3CdL3IzO_QC,"(3) M Kwadzo, MK Miyittah, DBK Dovie, RK Kosivi, R Owusu",2022
Effects of Child Labor on Academic Outcomes: A Case Study of Child Labor among Junior High School Students in the Fishing Community of Elmina in the Central Region of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qT9v6MsAAAAJ&pagesize=100&citation_for_view=qT9v6MsAAAAJ:WF5omc3nYNoC,"(1) M Kwadzo, JK Annan",2022
"Comparative Evaluation of Asymmetric Price Transmission Linear Models Using rMDL, eMDL, nMDL, gMDL, AIC and BIC Across Varying Sample Sizes",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=uU6mEPMAAAAJ&pagesize=100&citation_for_view=uU6mEPMAAAAJ:j3f4tGmQtD8C,"(1) IKV Amponsah, HDG Acquah, NK Howard",2019
Feasibility study on the use of a portable NIR spectrometer and multivariate data analysis to discriminate and quantify adulteration in fertilizer,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=e7uxEsEAAAAJ&pagesize=100&citation_for_view=e7uxEsEAAAAJ:QIV2ME_5wuYC,"(7) E Teye, CLY Amuah, K Atiah, RO Darko, KK Amoah, E Afutu, R Owusu",2022
Quick determination of soil quality using portable spectroscopy and efficient multivariate techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=VpWM714AAAAJ&pagesize=100&citation_for_view=VpWM714AAAAJ:5nxA0vEk-isC,"(8) E Teye, CLY Amuah, K Atiah, RO Darko, T Abindaw, KK Amoah, ...",2023
Potential effects of African Continental Free Trade Agreement on agricultural development and poverty reduction in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=VpWM714AAAAJ&pagesize=100&citation_for_view=VpWM714AAAAJ:IjCSPb-OGe4C,(1) R Owusu,2019
How drone technology impacts livelihoods: the case of Nsadwir farming community in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=wKxG-uAAAAAJ&pagesize=100&citation_for_view=wKxG-uAAAAAJ:Se3iqnhoufwC,"(1) Z Shaibu, F Annor-Frempong, S Akaba",2020
